,segmentId,frc,speedLimit,streetName,distance,timeSet,dateRange,probeCount
0,-13600003425517,2,18,Jalan Trans Yogie,16.33,2,1,774
1,-13600001618936,5,50,Jalan Karya Bakti,34.33,2,1,1260
2,-13600002440919,5,50,Jalan Karya Bakti,10.44,2,1,1222
3,-13600001175418,5,50,Jalan Karya Bakti,284.25,2,1,935
4,-13600001957379,5,50,Jalan Karya Bakti,93.0,2,1,1208
5,-13600001028214,2,40,Jalan Raya Jambore,99.84,2,1,6683
6,-13600002087681,4,50,Jalan Taruna Jaya,37.74,2,1,1830
7,-13600001178783,4,50,Jalan Taruna Jaya,7.53,2,1,1692
8,-13600002356018,3,50,Jalan TPU Pondok Ranggon,16.09,2,1,2263
9,-13600001080275,3,50,Jalan TPU Pondok Ranggon,107.83,2,1,2638
10,-13600001989017,3,50,Jalan Mohammad Kahfi 1,7.17,2,1,3976
11,-13600001557488,3,50,Jalan Mohammad Kahfi 1,63.04,2,1,3935
12,-13600001471657,2,40,Jalan Raya Jambore,66.99,2,1,6049
13,-13600002819968,4,50,Jalan Jambore,71.14,2,1,2658
14,-13600001427391,3,50,Jalan TPU Pondok Ranggon,229.38,2,1,2806
15,-13600001313001,3,50,Jalan TPU Pondok Ranggon,32.79,2,1,3242
16,-13600002337631,4,30,Jalan Kukusan,74.91,2,1,2424
17,-13600001027676,3,50,Jalan TPU Pondok Ranggon,88.5,2,1,3197
18,-13600001340168,2,40,Jalan Raya Jambore,163.9,2,1,5954
19,-13600001559622,2,40,Jalan Raya Jambore,19.64,2,1,6130
20,-13600001341705,4,30,Jalan Kukusan,82.44,2,1,2111
21,-13600001118590,4,30,Jalan Kukusan,83.22,2,1,1941
22,-13600003534336,4,50,Jalan Taruna Jaya,42.82,2,1,1500
23,-13600002040321,2,40,Jalan Raya Jambore,155.21,2,1,6019
24,-13600002039149,2,40,Jalan Raya Jambore,30.27,2,1,6117
25,-13600001091919,3,50,Jalan Mohammad Kahfi 2,101.13,2,1,2986
26,-13600001287104,3,50,Jalan Mohammad Kahfi 1,159.17,2,1,5270
27,-13600001285710,2,40,Jalan Raya Jambore,38.27,2,1,6103
28,-13600001015528,4,50,Jalan Srengseng Sawah,79.42,2,1,2357
29,-13600001538485,4,50,Jalan Srengseng Sawah,97.83,2,1,2408
30,-13600001004222,3,50,Jalan Mohammad Kahfi 2,50.9,2,1,3029
31,-13600001017139,4,50,Jalan Srengseng Sawah,74.89,2,1,1861
32,-13600003126270,4,50,Jalan Srengseng Sawah,11.48,2,1,1898
33,-13600001005501,4,30,Jalan Srengseng Sawah,79.52,2,1,2411
34,-13600001427577,4,50,Jalan Srengseng Sawah,50.48,2,1,1880
35,-13600001395632,2,40,Jalan Raya Jambore,132.35,2,1,5971
36,-13600002316988,4,50,Jalan Srengseng Sawah,90.69,2,1,2488
37,-13600002588499,4,50,Jalan Srengseng Sawah,5.34,2,1,2580
38,-13600001285627,3,50,Jalan Mohammad Kahfi 2,126.25,2,1,2982
39,-13600003831455,4,50,Jalan Srengseng Sawah,7.31,2,1,2597
40,-13600001266678,4,50,Jalan Srengseng Sawah,38.92,2,1,1901
41,-13600001123843,2,40,Jalan Raya Jambore,18.6,2,1,6083
42,-13600001318698,3,50,Jalan Mohammad Kahfi 1,160.66,2,1,5265
43,-13600001379646,3,40,Jalan Sapi Perah,276.05,2,1,1956
44,-13600001028236,4,50,Jalan Srengseng Sawah,41.27,2,1,1905
45,-13600001437167,3,50,Jalan Raya Keranggan,26.7,2,1,4417
46,-13600003507446,3,50,Jalan Mohammad Kahfi 2,64.88,2,1,2977
47,-13600001028246,4,50,Jalan Taruna Jaya,100.74,2,1,1112
48,-13600001028762,4,50,Jalan Masjid,21.65,2,1,1158
49,-13600003850969,3,40,Jalan Sapi Perah,68.03,2,1,2063
50,-13600003547114,3,40,Jalan Sapi Perah,5.8,2,1,2084
51,-13600001231391,3,40,Jalan Sapi Perah,10.1,2,1,2082
52,-13600002507163,3,50,Jalan Mohammad Kahfi 2,51.53,2,1,3013
53,-13600003029665,4,50,Jalan Srengseng Sawah,72.18,2,1,1893
54,-13600001535569,3,50,Jalan Mohammad Kahfi 2,18.6,2,1,3066
55,-13600001166770,4,50,Jalan Masjid,78.32,2,1,1137
56,-13600001763901,4,50,Jalan Srengseng Sawah,85.29,2,1,1880
57,-13600001387464,4,50,Jalan Masjid,40.75,2,1,1183
58,-13600001379870,3,50,Jalan Mohammad Kahfi 2,92.74,2,1,2833
59,-13600001024075,3,50,Jalan Mohammad Kahfi 1,184.52,2,1,5280
60,-13600001288394,2,40,Jalan Raya Jambore,160.21,2,1,5831
61,-13600002142561,2,50,Jalan Akses UI,64.57,2,1,5900
62,-13600002693073,4,50,Jalan Masjid,57.96,2,1,1185
63,-13600001136867,3,50,Jalan Mohammad Kahfi 2,38.17,2,1,2913
64,-13600001379997,3,40,Jalan Sapi Perah,153.83,2,1,2009
65,-13600001593850,3,50,Jalan Mohammad Kahfi 2,31.05,2,1,2936
66,-13600001989013,3,50,Jalan Mohammad Kahfi 1,54.69,2,1,5507
67,-13600001550683,2,50,Jalan Akses UI,23.09,2,1,10375
68,-13600001485481,3,40,Jalan Sapi Perah,62.21,2,1,2032
69,-13600001231684,4,50,Jalan Masjid,59.85,2,1,1176
70,-13600001182022,3,40,Jalan Sapi Perah,11.73,2,1,2047
71,-13600001099890,2,50,Jalan Akses UI,91.14,2,1,10041
72,-13600001386715,4,30,Jalan Kukusan,137.07,2,1,2175
73,-13600001553808,4,50,Jalan Masjid,30.22,2,1,1186
74,-13600001015465,3,50,Jalan Mohammad Kahfi 2,101.18,2,1,2874
75,-13600001181994,3,50,Jalan Mohammad Kahfi 2,10.52,2,1,2961
76,-13600001747051,4,50,Jalan Masjid,48.29,2,1,1110
77,-13600001293971,4,30,Jalan Kukusan,79.03,2,1,2276
78,-13600002040401,3,50,Jalan Mohammad Kahfi 2,37.05,2,1,2967
79,-13600001017094,4,50,Jalan Srengseng Sawah,277.57,2,1,1833
80,-13600002723826,4,50,Jalan Srengseng Sawah,18.06,2,1,1895
81,-13600001989014,3,50,Jalan Mohammad Kahfi 1,165.08,2,1,5357
82,-13600002040400,3,50,Jalan Mohammad Kahfi 2,43.9,2,1,3019
83,-13600001573342,4,50,Jalan Masjid,80.41,2,1,1139
84,-13600001276734,2,40,Jalan Raya Jambore,165.5,2,1,5619
85,-13600002599878,4,50,Jalan Masjid,36.39,2,1,1186
86,-13600001476881,4,30,Jalan Kukusan,117.66,2,1,2319
87,-13600001558017,4,20,Jalan Srengseng Sawah,34.89,2,1,3079
88,-13600001215350,5,50,Jalan Tipar,194.76,2,1,268
89,-13600001927453,4,50,Jalan Srengseng Sawah,66.92,2,1,2069
90,-13600001856444,3,50,Jalan Mohammad Kahfi 1,74.51,2,1,5517
91,-13600004165199,4,20,Jalan Srengseng Sawah,3.83,2,1,2112
92,-13600001034577,4,50,Jalan Srengseng Sawah,71.01,2,1,1918
93,-13600001890176,4,20,Jalan Srengseng Sawah,41.77,2,1,2092
94,-13600001027744,4,20,Jalan Srengseng Sawah,90.8,2,1,2028
95,-13600001027745,4,20,Jalan Srengseng Sawah,4.98,2,1,2121
96,-13600001027742,4,20,Jalan Srengseng Sawah,42.09,2,1,2093
97,-13600001340826,3,50,Jalan Sapi Perah,12.75,2,1,2024
98,-13600002036444,4,50,Jalan Masjid,29.64,2,1,1207
99,-13600001380083,3,50,Jalan Munjul,50.69,2,1,2826
100,-13600002115652,3,30,Jalan Jambore,70.9,2,1,1645
101,-13600001027761,3,50,Jalan Munjul,15.95,2,1,2900
102,-13600001516125,3,50,Jalan Lapangan Tembak,12.7,2,1,1355
103,-13600001610881,2,40,Jalan Raya Jambore,64.58,2,1,4801
104,-13600001516123,3,50,Jalan Lapangan Tembak,58.29,2,1,1330
105,-13600001027769,3,50,Jalan Mohammad Kahfi 2,88.85,2,1,2989
106,-13600001137661,3,50,Jalan Mohammad Kahfi 2,5.05,2,1,3355
107,-13600001516128,3,50,Jalan Munjul,83.62,2,1,2812
108,-13600003507448,3,50,Jalan Mohammad Kafi 2,17.69,2,1,3300
109,-13600002716747,4,50,Jalan Raya Pondok Ranggon,5.48,2,1,1622
110,-13600003507447,3,50,Jalan Mohammad Kafi 2,11.1,2,1,3296
111,-13600001516134,2,50,Jalan Cibubur,6.64,2,1,6196
112,-13600001989021,3,50,Jalan Mohammad Kahfi 1,64.86,2,1,5492
113,-13600001210735,2,50,Jalan Cibubur,32.97,2,1,5596
114,-13600001516124,2,50,Jalan Cibubur,20.74,2,1,3095
115,-13600001734208,3,50,Jalan Munjul,9.85,2,1,2111
116,-13600001734209,3,50,Jalan Munjul,4.33,2,1,2114
117,-13600001572354,5,30,Jalan Timbul,20.31,2,1,1140
118,-13600001231511,3,50,Jalan Munjul,166.75,2,1,2744
119,-13600003606309,4,50,Jalan Raya Pondok Ranggon,68.33,2,1,1572
120,-13600001516133,3,50,Jalan Munjul,28.76,2,1,2784
121,-13600001516130,3,50,Jalan Munjul,17.58,2,1,2780
122,-13600001493258,3,50,Jalan Mohammad Kafi 2,17.47,2,1,3349
123,-13600001516126,3,50,Jalan Munjul,25.04,2,1,2749
124,-13600001971716,5,30,Jalan Timbul,87.79,2,1,1106
125,-13600002143763,4,50,Jalan Masjid,117.72,2,1,1200
126,-13600001509199,2,50,Jalan Cibubur,9.21,2,1,3376
127,-13600001516132,2,50,Jalan Cibubur,6.26,2,1,3384
128,-13600001182093,3,50,Jalan Mohammad Kafi 2,31.53,2,1,3345
129,-13600001989018,3,50,Jalan Mohammad Kahfi 1,86.31,2,1,5175
130,-13600001618532,5,30,Jalan Timbul,184.27,2,1,1029
131,-13600002859754,5,30,Jalan Timubul,5.32,2,1,1097
132,-13600002588629,5,30,Jalan Timubul,9.04,2,1,1092
133,-13600001008880,4,20,Jalan Srengseng Sawah,200.22,2,1,2925
134,-13600001516135,3,50,Jalan Munjul,143.16,2,1,2569
135,-13600001342694,4,50,Jalan Kelapa Dua Wetan,34.82,2,1,3788
136,-13600003432685,4,20,Jalan Srengseng Sawah,9.26,2,1,3150
137,-13600001231478,3,50,Jalan Mohammad Kafi 2,43.12,2,1,3364
138,-13600002588484,5,30,Jalan Timbul,93.11,2,1,1666
139,-13600002691272,3,50,Jalan Munjul,91.55,2,1,2069
140,-13600001570054,3,50,Jalan Munjul,75.08,2,1,2136
141,-13600002680559,5,30,Jalan Timbul,101.63,2,1,1669
142,-13600001233616,3,50,Jalan Mohammad Kafi 2,59.26,2,1,3377
143,-13600002123722,4,50,Jalan Kelapa Dua Wetan,22.48,2,1,3795
144,-13600001786475,3,50,Jalan Mohammad Kahfi 1,96.97,2,1,5097
145,-13600002079701,5,30,Jalan Timbul,112.55,2,1,1599
146,-13600002073310,3,50,Jalan Munjul,125.84,2,1,2154
147,-13600001927326,3,50,Jalan Mohammad Kahfi 1,13.15,2,1,5984
148,-13600001083431,2,50,Jalan Cibubur,247.28,2,1,3064
149,-13600001565574,4,50,Jalan Kelapa Dua Wetan,59.46,2,1,3771
150,-13600001301751,3,40,Jalan Cilangkap Baru,125.69,2,1,1584
151,-13600001380112,4,50,Jalan Kelapa Dua Wetan,22.64,2,1,3841
152,-13600001158914,5,50,Jalan Cibubur 2,62.12,2,1,730
153,-13600001734216,4,50,Jalan Kelapa Dua Wetan,13.88,2,1,3859
154,-13600001618953,3,50,Jalan Mohammad Kafi 2,133.69,2,1,3330
155,-13600001129482,3,50,Jalan Nusantara,119.33,2,1,1884
156,-13600001429694,3,40,Jalan Cilangkap Baru,66.83,2,1,1576
157,-13600003070941,3,50,Jalan Nusantara,14.3,2,1,1926
158,-13600002588434,4,50,Jalan Raya Pondok Ranggon,55.62,2,1,1589
159,-13600003434940,4,50,Jalan Raya Pondok Ranggon,6.2,2,1,1601
160,-13600002123736,4,50,Jalan Kelapa Dua Wetan,59.06,2,1,3728
161,-13600001486174,3,50,Jalan Mohammad Kafi 2,59.56,2,1,3681
162,-13600002327456,3,40,Jalan Cilangkap Baru,52.5,2,1,1598
163,-13600001013034,5,50,Jalan Cibubur 2,173.39,2,1,465
164,-13600002355957,5,30,Jalan Cibubur 2,22.53,2,1,354
165,-13600002841248,3,50,Jalan Nusantara,103.86,2,1,1856
166,-13600001487310,2,50,Jalan Cibubur,90.81,2,1,2434
167,-13600001183064,3,40,Jalan Cilangkap Baru,57.35,2,1,1593
168,-13600001498679,3,50,Jalan Mohammad Kahfi 1,16.23,2,1,5952
169,-13600001570889,4,50,Jalan Kelapa Dua Wetan,116.6,2,1,914
170,-13600002650117,3,50,Jalan Mohammad Kafi 2,137.69,2,1,3798
171,-13600002078260,4,50,Jalan Kelapa Dua Wetan,155.93,2,1,3757
172,-13600001570881,4,50,Jalan Kelapa Dua Wetan,76.9,2,1,917
173,-13600001684929,3,50,Jalan Nusantara,104.54,2,1,1828
174,-13600001498678,3,50,Jalan Mohammad Kahfi 1,58.32,2,1,5883
175,-13600001807680,4,50,Jalan Kelapa Dua Wetan,53.64,2,1,3502
176,-13600001156211,2,50,Jalan Cibubur,250.82,2,1,804
177,-13600001037400,3,40,Jalan Cilangkap Baru,78.53,2,1,1561
178,-13600002788936,2,50,Jalan Cibubur,50.35,2,1,798
179,-13600004047423,5,50,Gang Micing,152.34,2,1,1930
180,-13600002040516,3,50,Jalan Nusantara,23.2,2,1,1833
181,-13600001389928,4,40,Jalan Raya Pondok Ranggon,12.55,2,1,1675
182,-13600002858061,2,50,Jalan Cibubur,61.71,2,1,452
183,-13600001570891,4,50,Jalan Kelapa Dua Wetan,68.7,2,1,878
184,-13600003701712,3,50,Jalan Nusantara,47.54,2,1,1789
185,-13600001388214,3,50,Jalan Mohammad Kahfi 1,128.21,2,1,5700
186,-13600001223880,3,50,Jalan Nusantara,34.19,2,1,1786
187,-13600001858194,3,50,Jalan Mohammad Kafi 2,195.89,2,1,3835
188,-13600001490229,5,50,Jalan Kramat Ganceng,149.55,2,1,1495
189,-13600002588658,5,30,Jalan Srengseng Sawah,19.38,2,1,3047
190,-13600003606317,4,50,Jalan Srengseng Sawah,61.66,2,1,3665
191,-13600001008205,4,50,Jalan Srengseng Sawah,227.23,2,1,3485
192,-13600002300005,4,50,Jalan Srengseng Sawah,11.5,2,1,3591
193,-13600002731092,4,50,Jalan Srengseng Sawah,27.61,2,1,3695
194,-13600001269555,5,30,Jalan Srengseng Sawah,72.53,2,1,3029
195,-13600001389924,4,40,Jalan Raya Pondok Ranggon,68.03,2,1,1681
196,-13600001357280,4,50,Jalan Warung Silah,80.0,2,1,2344
197,-13600001989026,4,50,Jalan Warung Silah,26.39,2,1,2516
198,-13600001734235,5,50,Gang Micing,142.34,2,1,1943
199,-13600001517506,3,50,Jalan Nusantara,30.16,2,1,1762
200,-13600001028217,3,50,Jalan Mohammad Kahfi 1,113.47,2,1,5652
201,-13600001942882,4,50,Jalan Desa Putra,37.47,2,1,2612
202,-13600001257613,5,30,Jalan Srengseng Sawah,77.6,2,1,3087
203,-13600002858064,2,50,Jalan Cibubur,12.86,2,1,29
204,-13600001474789,3,50,Jalan Mohammad Kahfi 1,13.21,2,1,6279
205,-13600002355860,2,50,Jalan Cibubur,8.54,2,1,29
206,-13600001085687,4,50,Jalan Warung Silah,75.79,2,1,2503
207,-13600001429763,4,40,Jalan Raya Pondok Ranggon,51.94,2,1,1703
208,-13600003833770,3,50,Jalan Nusantara,23.17,2,1,1751
209,-13600001989011,4,50,Jalan Warung Silah,50.19,2,1,2604
210,-13600003487166,4,40,Jalan Raya Pondok Ranggon,22.24,2,1,1710
211,-13600003575684,5,50,Jalan Gandaria,46.94,2,1,256
212,-13600003487168,4,40,Jalan Raya Pondok Ranggon,6.32,2,1,1715
213,-13600001009169,3,50,Jalan Mohammad Kafi 2,141.06,2,1,3929
214,-13600002770993,5,50,Jalan Gandaria,5.07,2,1,259
215,-13600001270966,4,50,Jalan Kelapa Dua Wetan,193.18,2,1,877
216,-13600001989029,4,50,Jalan Warung Silah,18.56,2,1,2614
217,-13600001357282,4,50,Jalan Warung Silah,104.53,2,1,2037
218,-13600003575682,5,50,Jalan Gandaria,18.72,2,1,255
219,-13600001208205,5,30,Jalan Srengseng Sawah,179.21,2,1,3079
220,-13600001570885,4,50,Jalan Kelapa Dua Wetan,50.9,2,1,1028
221,-13600002305190,5,30,Jalan Srengseng Sawah,48.99,2,1,3218
222,-13600001570882,4,50,Jalan Malaka,17.25,2,1,1034
223,-13600001499252,3,50,Jalan Mohammad Kafi 2,48.49,2,1,3534
224,-13600001570886,4,50,Jalan Malaka,15.73,2,1,1031
225,-13600001077529,5,30,Jalan Srengseng Sawah,103.57,2,1,3082
226,-13600001094146,4,50,Jalan Desa Putra,86.9,2,1,2589
227,-13600001083152,5,50,Jalan Gandaria,228.1,2,1,174
228,-13600001028798,5,30,Jalan Srengseng Sawah,47.42,2,1,3201
229,-13600002987850,5,30,Jalan Srengseng Sawah,5.22,2,1,3222
230,-13600001499253,4,50,Jalan Warung Silah,119.55,2,1,3169
231,-13600001009062,4,50,Jalan Warung Silah,56.88,2,1,2078
232,-13600002747438,5,30,Jalan Srengseng Sawah,29.72,2,1,3210
233,-13600002181519,5,30,Jalan Srengseng Sawah,29.25,2,1,3210
234,-13600001888155,3,50,Jalan Mohammad Kahfi 1,97.26,2,1,6160
235,-13600001752444,4,50,Jalan Warung Silah,106.08,2,1,1311
236,-13600001026975,5,50,Jalan Gandaria,37.79,2,1,184
237,-13600003226424,5,50,Jalan Gandaria,4.85,2,1,188
238,-13600003438542,4,50,Jalan Warung Silah,56.39,2,1,3202
239,-13600002717189,4,50,Jalan Warung Silah,8.79,2,1,3247
240,-13600001752443,3,30,Jalan Mohammad Kahfi 1,25.94,2,1,8699
241,-13600002123732,4,50,Jalan Kelapa Dua Wetan,16.08,2,1,3622
242,-13600001429426,4,50,Jalan Warung Silah,61.11,2,1,3157
243,-13600003570164,4,50,Jalan Warung Silah,9.46,2,1,3219
244,-13600001031360,5,50,Jalan Cibubur 3,249.67,2,1,1756
245,-13600004708730,5,50,Jalan Gandaria,31.38,2,1,151
246,-13600001215181,5,50,Jalan Gandaria,144.91,2,1,146
247,-13600001388993,3,50,Jalan Mohammad Kafi 2,93.13,2,1,3539
248,-13600001856507,3,50,Jalan Nusantara,149.22,2,1,1698
249,-13600001315935,4,50,Jalan Warung Silah,18.01,2,1,3207
250,-13600001034527,4,50,Jalan Warung Silah,34.71,2,1,3127
251,-13600003283845,4,50,Jalan Warung Silah,4.51,2,1,3151
252,-13600001502333,4,50,Jalan Warung Silah,85.34,2,1,2050
253,-13600001502334,4,50,Jalan Warung Silah,4.27,2,1,3153
254,-13600001605872,2,50,Jalan Lenteng Agung Timur,35.66,2,1,21561
255,-13600001092602,5,50,Jalan Tipar,251.33,2,1,426
256,-13600002040589,2,50,Jalan Cibubur,18.72,2,1,435
257,-13600001493386,3,50,Jalan Nusantara,116.55,2,1,1761
258,-13600001479123,2,50,Jalan Cibubur,92.63,2,1,847
259,-13600001325749,2,50,Jalan Raya Bogor,11.48,2,1,725
260,-13600001083199,3,30,Jalan Mohammad Kahfi 1,99.03,2,1,6629
261,-13600001028854,4,50,Jalan Malaka,75.89,2,1,963
262,-13600001570884,4,50,Jalan Malaka,36.72,2,1,986
263,-13600003083718,3,20,Jalan Nusantara,76.63,2,1,1780
264,-13600001538674,5,50,Jalan Sadar,160.08,2,1,1590
265,-13600004170001,3,20,Jalan Nusantara,15.44,2,1,1840
266,-13600001977361,5,50,Jalan Pekayon,77.23,2,1,103
267,-13600001925726,3,45,Jalan Raya Cilangkap,270.42,2,1,2066
268,-13600002123724,4,50,Jalan Kelapa Dua Wetan,8.69,2,1,4937
269,-13600001077654,4,50,Jalan Malaka,89.81,2,1,973
270,-13600002126362,3,20,Jalan Nusantara,38.06,2,1,1829
271,-13600001210651,4,50,Jalan Desa Putra,386.04,2,1,1663
272,-13600002036576,5,50,Jalan Lapan,148.85,2,1,455
273,-13600001856523,3,20,Jalan Nusantara,19.82,2,1,1921
274,-13600001026160,5,50,Jalan Cibubur 1,72.84,2,1,2116
275,-13600001154229,5,50,Jalan Lapan,15.7,2,1,619
276,-13600001560772,1,80,Jalan Raya Bogor,12.33,2,1,89
277,-13600002123731,4,50,Jalan Kelapa Dua Wetan,167.96,2,1,3860
278,-13600001028885,5,50,Jalan Sadar,64.98,2,1,1658
279,-13600002770999,4,50,Jalan Desa Putra,40.77,2,1,2764
280,-13600001518060,3,20,Jalan Nusantara,38.39,2,1,1881
281,-13600002074501,5,50,Jalan Pekayon,90.28,2,1,109
282,-13600003030308,5,50,Jalan Lapan,56.08,2,1,613
283,-13600001142004,3,45,Jalan Raya Cilangkap,7.74,2,1,2490
284,-13600001381134,4,50,Jalan Malaka,149.42,2,1,909
285,-13600001026236,4,50,Jalan Malaka,94.87,2,1,981
286,-13600001989024,5,50,Jalan Sadar,35.24,2,1,1677
287,-13600001138093,5,50,Jalan Lapan,99.22,2,1,761
288,-13600004047503,5,50,Jalan Lapan,50.79,2,1,654
289,-13600002021915,5,50,Jalan Lapan,73.28,2,1,755
290,-13600001972629,5,50,Jalan Lapan,71.59,2,1,748
291,-13600002724673,3,45,Jalan Raya Cilangkap,119.94,2,1,2435
292,-13600001487508,4,50,Jalan Desa Putra,101.21,2,1,2700
293,-13600001276665,5,50,Jalan Lapan,99.59,2,1,709
294,-13600001089327,4,50,Jalan Kelapa Dua Wetan,29.01,2,1,4106
295,-13600001399326,3,20,Jalan Nusantara,107.65,2,1,1829
296,-13600001013224,5,50,Jalan Sadar,85.43,2,1,1662
297,-13600003547735,4,50,Jalan Kalisari,4.66,2,1,2089
298,-13600001501821,4,50,Jalan Kalisari,18.08,2,1,2095
299,-13600002414589,4,50,Jalan Kalisari,11.28,2,1,1402
300,-13600001535672,5,50,Jalan Cibubur 1,50.24,2,1,2195
301,-13600001219868,4,50,Jalan Kalisari,148.18,2,1,2020
302,-13600001091768,4,50,Jalan PKP,90.14,2,1,3306
303,-13600001028691,4,50,Jalan Kalisari,33.35,2,1,2077
304,-13600001242114,4,40,Jalan PKP,117.76,2,1,2551
305,-13600001734253,4,40,Jalan PKP,25.72,2,1,2763
306,-13600001429815,5,50,Jalan Sadar,39.29,2,1,1683
307,-13600001048439,5,50,Jalan Kalisari 2,49.2,2,1,571
308,-13600002040733,5,50,Jalan Kalisari 2,8.6,2,1,602
309,-13600001025447,4,50,Jalan Kalisari,226.32,2,1,1896
310,-13600002059892,4,50,Jalan Kalisari,7.17,2,1,1982
311,-13600001032552,4,40,Jalan PKP,272.61,2,1,3104
312,-13600001276983,5,50,Jalan Lapan,168.09,2,1,740
313,-13600001960129,4,40,Jalan PKP,54.0,2,1,2853
314,-13600001487898,4,50,Jalan Kalisari,31.74,2,1,1935
315,-13600002059893,4,50,Jalan Kalisari,36.62,2,1,1962
316,-13600001071715,4,40,Jalan PKP,112.48,2,1,2805
317,-13600002987859,3,45,Jalan Raya Cilangkap,132.01,2,1,2580
318,-13600001429793,4,50,Jalan Kiwi,101.09,2,1,4725
319,-13600002987861,3,45,Jalan Raya Cilangkap,26.14,2,1,2712
320,-13600002987860,3,45,Jalan Raya Cilangkap,3.66,2,1,2736
321,-13600001138265,4,40,Jalan PKP,95.19,2,1,2810
322,-13600001960568,4,50,Jalan Kiwi,34.24,2,1,4843
323,-13600001389136,3,50,Jalan Mohammad Kafi 2,195.76,2,1,3643
324,-13600001487913,5,50,Jalan Sadar,96.58,2,1,1323
325,-13600002809409,4,50,Jalan Kiwi,16.47,2,1,4928
326,-13600002589645,4,50,Jalan Kiwi,8.12,2,1,4957
327,-13600002181855,3,40,Jalan Raya Cilangkap,71.19,2,1,2693
328,-13600002589548,4,40,Jalan PKP,101.08,2,1,3030
329,-13600001296662,4,50,Jalan Kalisari,208.31,2,1,992
330,-13600001922159,4,40,Jalan PKP,9.78,2,1,3129
331,-13600003597675,4,50,Jalan Kalisari,17.17,2,1,998
332,-13600002357765,4,50,Jalan Kalisari,34.54,2,1,963
333,-13600001042427,4,50,Jalan Kiwi,89.02,2,1,4841
334,-13600001389140,3,50,Jalan Mohammad Kafi 2,109.06,2,1,3688
335,-13600001479855,5,50,Jalan Kalisari 2,108.65,2,1,629
336,-13600003833710,3,50,Jalan Radar Baru,20.8,2,1,2105
337,-13600002181857,5,50,Jalan Kalisari 2,28.08,2,1,815
338,-13600001789269,3,50,Jalan Radar Baru,24.24,2,1,2106
339,-13600001493380,3,50,Jalan Nusantara,217.3,2,1,1904
340,-13600005005157,4,50,Jalan Desa Putra,34.0,2,1,2837
341,-13600001028909,3,50,Jalan Radar Baru,42.87,2,1,2033
342,-13600001233807,3,50,Jalan Radar Baru,46.92,2,1,2060
343,-13600001903815,4,50,Jalan Kiwi,99.69,2,1,4823
344,-13600001291555,4,50,Jalan Kalisari,115.32,2,1,879
345,-13600001343153,4,50,Jalan Kalisari,61.62,2,1,886
346,-13600001495362,3,50,Jalan Mohammad Kafi 2,133.42,2,1,3606
347,-13600001674166,5,50,Jalan Sadar,169.72,2,1,1606
348,-13600001138992,4,50,Jalan Kalisari,64.26,2,1,878
349,-13600001570883,4,50,Jalan Malaka,230.33,2,1,1359
350,-13600002036668,5,50,Jalan Kalisari 2,87.8,2,1,777
351,-13600001989010,5,50,Jalan Sadar,35.07,2,1,1660
352,-13600001599416,3,50,Jalan Radar Baru,77.58,2,1,2063
353,-13600003637196,4,50,Jalan Kalisari,40.89,2,1,874
354,-13600001570890,4,50,Jalan Malaka,92.28,2,1,1454
355,-13600001371568,3,50,Jalan Raya Cilangkap,69.39,2,1,2980
356,-13600001381026,5,50,Jalan Sirsak,139.66,2,1,785
357,-13600001355672,4,50,Jalan PKP,9.69,2,1,3084
358,-13600001989027,5,50,Jalan Sadar,43.96,2,1,1638
359,-13600001495360,3,50,Jalan Mohammad Kafi 2,156.6,2,1,3599
360,-13600001620954,4,50,Jalan Desa Putra,4.89,2,1,3230
361,-13600001389505,5,50,Jalan Sirsak,38.74,2,1,1000
362,-13600001300394,4,50,Jalan Kalisari,95.28,2,1,846
363,-13600003637195,4,50,Jalan Kalisari,14.97,2,1,1063
364,-13600001379824,3,50,Jalan Mohammad Kafi 2,133.47,2,1,3716
365,-13600001350411,4,50,Jalan Kalisari,96.42,2,1,1015
366,-13600003637199,4,50,Jalan Kalisari,14.16,2,1,1013
367,-13600001620901,3,50,Jalan Mohammad Kafi 2,38.9,2,1,3882
368,-13600002036669,5,50,Jalan Kalisari 2,192.36,2,1,796
369,-13600002324397,5,50,Jalan Sirsak,84.73,2,1,912
370,-13600001011854,4,50,Jalan Desa Putra,169.74,2,1,3126
371,-13600001255623,3,50,Jalan Mohammad Kafi 2,81.79,2,1,3854
372,-13600001135653,4,50,Jalan Kalisari,155.2,2,1,945
373,-13600001343683,3,50,Jalan Mohammad Kafi 2,91.96,2,1,4661
374,-13600001139472,5,50,Jalan Kalisari 2,82.17,2,1,878
375,-13600002218699,3,50,Jalan Mohammad Kafi 2,5.58,2,1,3999
376,-13600001340079,3,50,Jalan Mohammad Kafi 2,184.88,2,1,3760
377,-13600002252013,5,50,Jalan Sirsak,105.56,2,1,886
378,-13600002814196,3,50,Jalan Mohammad Kafi 2,50.07,2,1,3921
379,-13600002834587,3,50,Jalan Mohammad Kafi 2,44.43,2,1,3991
380,-13600001536059,5,50,Jalan Sirsak,11.9,2,1,1084
381,-13600001316657,5,50,Jalan Sirsak,170.67,2,1,1298
382,-13600001557552,4,50,Jalan Jeruk,69.72,2,1,2802
383,-13600001717451,5,50,Jalan Sirsak,12.47,2,1,1096
384,-13600001390417,5,50,Jalan Sirsak,9.32,2,1,1277
385,-13600001107891,4,50,Jalan Kalisari Lapan,75.19,2,1,1768
